mc_id,principal,scope,ts
"mc02","1e755bcf-39d6-4e25-84c2-459fa708f949","/subscriptions/11635850-6fa9-4838-abb6-49352629e098","2026-08-07T21:30:15.9196318Z"
"mc02","337ce307-961f-45e8-884d-c5187d4580be","/subscriptions/11635850-6fa9-4838-abb6-49352629e098","2026-08-07T21:30:15.9196318Z"
"mc02","188f0e36-cbfd-49e5-969b-349655e8db4a","/subscriptions/11635850-6fa9-4838-abb6-49352629e098","2026-08-07T21:30:15.9196318Z"
