mixed-seed-101,2,kql,mc04,2026-08-08T18:30:39Z,5
mixed-seed-101,2,kql,mc06,2026-08-08T18:30:40Z,5
mixed-seed-101,2,kql,mc07,MANUAL_CHECK_REQUIRED,-
mixed-seed-101,2,kql,mc08,NOT_DETECTED,>150
mixed-seed-101,2,kql,mc09,2026-08-08T18:30:41Z,5
mixed-seed-101,2,kql,mc10,2026-08-08T18:30:39Z,5
mixed-seed-202,2,kql,mc01,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc02,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc03,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc04,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc06,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc07,2026-08-08T18:59:08Z,9
mixed-seed-202,2,kql,mc08,2026-08-08T18:59:08Z,9
mixed-seed-202,2,kql,mc09,NOT_DETECTED,>150
mixed-seed-202,2,kql,mc10,2026-08-08T18:59:08Z,9
mixed-seed-303,2,kql,mc01,2026-08-08T19:30:21Z,14
mixed-seed-303,2,kql,mc02,NOT_DETECTED,>150
mixed-seed-303,2,kql,mc03,NOT_DETECTED,>150
mixed-seed-303,2,kql,mc04,2026-08-08T19:30:21Z,14
mixed-seed-303,2,kql,mc06,NOT_DETECTED,>150
mixed-seed-303,2,kql,mc07,MANUAL_CHECK_REQUIRED,-
mixed-seed-303,2,kql,mc08,NOT_DETECTED,>150
mixed-seed-303,2,kql,mc09,2026-08-08T19:30:22Z,14
mixed-seed-303,2,kql,mc10,NOT_DETECTED,>150
